,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
29,127.76514,32.71521,416.84332,109.984924,383.49753,216.63245,349.32397,231.80588,465.30472,314.6404,496.96585,494.31052,429.93134,533.676,415.10376,582.12,352.00122,628.27246,83.78281,145.70148,408.92712,641.17334
30,487.32477,54.58029,474.0036,213.9715,594.1707,386.14645,739.1666,412.09683,607.05383,543.23553,615.0608,774.29895,319.5406,851.5209,17.109772,28.574524,11.880371,25.545013,12.08548,16.887848,18.180511,24.020844
31,77.992096,22.275208,483.2194,83.579926,454.90692,197.54202,401.3017,203.03903,434.49506,293.4455,346.4217,438.43427,546.5209,464.62552,503.2682,627.77325,603.655,718.0493,39.427765,22.302185,474.10056,875.53296
32,108.83243,11.999634,102.699646,74.5809,82.33353,127.706116,42.03653,126.459045,81.10373,92.85443,222.83362,160.98697,374.70633,314.33032,303.52475,244.74747,320.22827,377.41943,126.89731,13.571289,330.6732,453.6629
33,32.669342,4.4913635,458.50888,77.12326,508.92715,189.64258,570.27075,219.40292,532.9301,306.8451,543.6437,479.57288,402.29977,573.98535,491.11584,728.41437,376.1054,776.3549,28.997467,49.122284,536.60474,835.7683
34,27.013275,4.8447266,459.22034,76.36151,523.69293,190.58502,597.99786,220.92749,509.6202,297.92282,544.02014,470.38953,380.66034,566.5069,497.82715,740.5966,382.42026,812.6755,148.30145,408.4433,560.78546,883.0289
35,82.04968,11.496185,213.40186,82.14285,180.21582,156.82135,131.60446,167.5224,217.73318,172.24127,341.78162,257.78183,232.38992,307.21866,385.77005,441.78577,286.26447,527.03375,30.008606,31.956543,340.92145,444.45502
36,5.6375732,-3.253357,485.97314,74.24744,563.3456,192.98947,652.09796,228.96164,561.4269,313.52448,560.9778,497.12338,397.54364,594.4899,510.7437,774.16785,395.56018,833.28827,107.685425,335.46832,572.2043,912.2581
37,471.39917,48.138123,556.7403,203.79865,448.89374,368.87067,321.69977,387.82516,468.28604,523.4024,485.44687,750.37775,690.6742,878.964,35.2442,51.105835,44.614044,56.357483,18.355286,29.707947,25.1185,38.993835
38,87.901825,27.144684,481.9109,90.11435,471.05493,213.81195,437.16098,206.0704,422.89905,296.08636,341.87485,465.69864,607.78485,456.5989,498.76218,611.4557,695.2799,717.50854,261.50208,156.24866,418.30188,881.0158
39,60.858856,6.5393677,71.18512,29.498993,83.70297,53.02472,94.36896,51.703857,54.004364,53.170197,377.61737,186.51596,490.83054,324.214,552.3205,466.06323,721.69305,537.9148,66.36795,38.964508,372.14203,626.8776
40,525.1431,60.48172,481.92215,221.7507,600.591,397.07373,742.9271,420.78064,609.9715,557.55475,615.047,794.20874,338.85574,933.4336,-1.4267578,-0.016662598,-7.3394775,-3.0249023,1.7716064,0.6164856,1.2031555,-1.6986084
41,119.73901,23.794281,460.3494,93.87369,411.20474,202.83377,343.79932,216.06992,416.08148,294.3778,370.75635,452.95425,568.04865,485.18918,478.46194,592.98895,574.38715,650.03076,55.389282,92.94592,428.18066,797.4165
42,110.653625,26.847137,479.81818,92.92581,477.35696,212.10135,451.83176,207.9957,419.30698,309.05432,345.06265,482.7543,567.695,489.95453,473.77017,563.1054,634.9823,696.68365,212.4748,168.51266,440.5801,857.2829
43,-0.42529297,4.695526,10.941681,22.390137,26.23819,28.09262,32.838165,18.623413,76.74927,2.9993286,582.9109,216.6406,235.4953,340.30154,402.46606,500.08203,189.71411,566.6213,-7.600647,27.738708,610.65533,759.2191
44,127.47156,24.105804,356.6444,107.08746,385.54147,221.9314,400.18793,216.8627,286.94067,219.28104,239.47696,315.73505,549.273,440.73676,411.7387,438.99976,621.9595,585.9668,294.79742,205.00784,387.28482,785.4492
45,27.526459,25.516357,38.727173,13.381439,50.00714,26.815613,44.305206,22.610413,3.302002,6.8916626,236.05283,65.88486,145.2131,47.366455,438.4181,340.11566,350.77563,503.04816,-23.650024,-47.30072,637.6039,699.1666
46,13.011627,2.947998,466.3747,73.05829,484.5462,182.6806,500.66922,213.4227,520.2078,307.11658,538.7311,487.028,432.84555,582.99524,506.07492,778.81775,421.4533,821.74866,7.5041504,-2.9673462,558.22345,937.38184
47,92.508575,36.732727,231.45999,73.5383,227.46829,139.35565,209.85635,140.90472,366.64255,175.61569,480.14902,383.1095,286.8557,358.85126,422.3422,511.60385,326.08545,608.0971,46.643463,69.54129,476.29898,672.62933
48,34.02542,18.901672,496.55942,66.2153,486.1731,186.0091,450.39862,184.10419,427.47528,284.8113,275.9974,384.32004,605.30945,466.9829,539.9776,660.4634,687.1225,772.6992,233.82645,163.84183,493.10242,936.582
49,-1.5108643,-5.124634,-6.579651,3.2731323,11.858398,6.305603,26.289734,-6.1430054,-8.982178,5.467987,229.26593,79.39438,473.26764,121.15079,546.2328,385.26904,771.2597,541.0781,409.05447,189.67023,411.34088,729.8602
50,488.6838,51.899506,468.9867,195.37799,585.5323,356.01904,726.4846,382.6695,600.44666,509.4549,611.9525,733.2478,344.0722,866.2566,40.37274,61.29724,23.080597,52.612488,19.24585,37.783203,33.365143,42.67459
51,26.09552,4.9674683,533.5295,69.849,453.16858,183.74509,351.7774,196.28638,457.77176,309.74915,444.41702,488.09875,680.1332,581.48395,533.511,746.28326,653.6838,785.9314,13.638855,-2.9453125,459.48563,891.15784
52,160.64197,35.191803,468.38095,107.02496,435.37927,224.95041,387.38516,242.87073,412.5446,293.50598,359.24066,455.57248,514.7928,503.59927,458.33295,560.4346,521.88525,624.23596,73.778625,136.16055,421.70685,742.40857
53,347.71158,45.181763,400.0359,171.962,426.92056,316.70572,459.00815,335.3509,382.2684,383.63782,493.92175,604.23395,497.6168,758.1772,205.93842,219.13235,217.11584,234.64737,76.24301,144.6399,174.42313,261.22986
54,146.4573,34.870148,427.66473,97.713806,419.0158,204.27777,386.64105,207.81268,366.39655,271.9255,326.5088,446.1119,440.49554,409.70926,444.22275,486.13098,554.8421,617.0036,51.07312,57.518097,447.65375,803.7059
55,54.721466,12.996887,121.43259,36.043823,91.5423,66.83905,53.98181,66.12369,122.6947,84.96207,227.7005,169.4997,162.51144,152.2616,464.1029,382.10907,298.81848,491.36993,13.100281,-6.9330444,544.5441,622.021
56,13.15329,2.4293213,467.09894,74.341705,536.89185,189.79358,611.95703,223.09018,555.38257,316.28244,563.6201,492.67294,384.53906,592.3719,503.18387,775.4478,369.56116,822.3881,1.3256836,0.40911865,567.66406,898.4397
57,545.07587,54.22412,593.4208,225.27487,474.73245,402.60254,326.9731,416.44165,476.58026,566.58545,481.49875,797.1603,748.4933,953.15015,-4.326416,-6.493286,-0.89923096,-1.7099609,-1.4526978,-4.9300537,-2.602356,-5.4121704
58,34.70526,20.677277,503.85663,70.644714,491.58273,196.27545,452.47818,191.60806,430.1067,286.7216,274.12756,384.15707,607.69946,439.05753,541.2317,656.82544,701.5724,762.0409,153.26974,73.74179,464.1746,921.22864
59,10.193359,4.8961487,34.35666,13.763611,38.252197,23.142029,26.45047,15.196411,18.473755,22.276611,357.94193,133.23337,403.41248,166.09888,606.3121,470.06522,728.9744,571.6823,117.819244,76.431305,433.4869,713.9044
60,484.17426,56.232513,467.70035,203.36414,578.9164,367.17206,712.8766,394.024,593.7897,519.3797,605.332,744.6201,347.287,862.6251,44.06955,67.03439,28.321747,57.510254,21.268677,39.926117,34.94153,45.463165
61,17.827545,8.729004,539.52734,68.81592,482.8357,188.02902,402.18668,194.83075,466.3014,308.20633,421.45984,467.83694,669.07184,542.6305,552.5513,757.5221,681.50494,806.264,65.454315,36.451935,469.89865,927.1361
62,48.53,8.864136,45.187134,35.683136,38.749573,61.664978,27.88916,65.31174,120.24292,26.259338,175.92996,94.33276,193.10086,185.43268,380.2099,308.53613,322.85645,465.3211,115.00424,219.90317,516.14386,594.0904
63,74.93564,17.048553,456.7352,82.88071,426.5123,189.64218,376.2582,199.53143,418.86697,298.04053,353.7545,456.32465,584.5165,477.49533,497.34225,628.79517,651.12415,721.47003,168.50278,127.26422,432.90692,880.6262
64,112.59924,17.501465,401.89404,86.995026,350.81076,182.43384,296.8137,205.15991,413.50433,282.8255,430.835,439.2387,531.1912,486.82138,469.24335,606.11676,518.8984,626.5414,77.11224,162.51227,403.87372,719.3663
65,-12.421997,-1.6617432,-22.864502,-0.4293213,-18.049866,-5.663086,-18.315613,-6.5230713,367.1446,16.310028,596.84265,244.4654,267.44995,402.2331,474.0937,665.48737,258.4792,765.70703,165.98602,704.45337,651.19293,890.3208
66,5.2178345,-0.3848877,469.6871,81.49295,566.81995,202.77722,667.4174,240.83981,570.70386,333.80774,575.73,520.78503,353.37134,619.1048,505.2249,830.85724,354.61768,879.1363,-7.2790527,-3.3440552,594.6267,991.1418
67,468.99103,60.955475,565.2866,216.52316,427.32678,397.85028,271.00818,421.6084,455.93008,563.0839,469.68298,813.22125,496.40475,744.96454,-13.955261,-15.051025,-23.807983,-15.833496,5.102936,6.5109253,-9.396179,-18.681396
68,12.043915,0.56607056,541.0955,72.76483,449.57602,190.57031,341.80646,215.82199,456.72055,319.81586,468.08133,505.2002,678.7835,606.395,531.8238,793.3568,681.3016,828.6582,2.1601257,-0.10760498,420.49762,898.80054
69,3.318512,2.832672,-1.9443359,5.6524353,8.860077,7.182892,8.982819,10.606445,10.874817,14.101593,413.51913,215.54126,725.46387,376.60144,493.12866,601.0935,673.98975,674.6724,221.96582,262.82208,392.10214,842.669
70,16.192352,1.3134155,536.54205,74.17905,446.06424,193.3247,338.2749,218.65936,453.5117,322.0249,465.76578,507.8405,672.7639,606.9899,526.2423,787.30994,672.11206,823.40356,3.694397,1.2301025,412.79944,882.1505
71,-2.6174927,-2.9707031,491.74335,69.769104,566.8735,188.09225,652.13245,222.86163,563.9542,310.12518,562.8013,484.9537,392.447,591.6788,510.83774,778.15784,379.0385,835.4249,169.54813,519.509,595.21497,908.3822
72,2.6212463,-0.28076172,528.134,62.15341,477.2809,174.92502,403.90652,182.45822,476.62073,305.2757,415.6091,467.4227,655.0248,553.24725,558.38165,757.8635,651.0086,790.2715,4.8638306,-21.84259,501.3246,938.0912
73,-8.694763,-5.020508,490.49722,68.44403,564.244,185.80249,646.3577,221.55746,560.6587,305.9898,561.1886,479.32294,391.02637,592.4328,518.3534,790.0061,389.66544,850.1727,127.42221,413.08353,594.6402,915.7787
74,42.723785,17.050446,489.3815,69.07599,485.90643,187.16022,454.20853,182.01358,434.1372,285.39685,311.6104,423.54636,582.6487,458.16483,539.8546,653.83405,681.73083,761.08203,184.36407,132.38983,483.55408,923.97736
75,14.568909,-0.3251953,472.51068,80.24347,590.9142,213.23056,733.47736,255.91757,596.29407,353.85577,616.10297,572.636,349.40472,705.3607,495.6618,880.4585,311.96112,835.69324,-2.093811,5.318939,0.770874,-9.041077
76,18.950134,3.266388,526.45764,74.8689,441.2409,191.79681,338.53622,216.02615,458.58484,315.6976,474.08823,499.43173,646.52625,592.49585,523.9981,771.68616,656.2773,810.3273,4.177124,10.256287,399.07224,839.0067
77,489.46176,65.214355,562.1288,218.9595,436.3934,397.30603,291.26215,416.4735,456.0017,555.9358,474.9333,802.6889,573.64984,796.468,6.6598816,13.367676,-2.812439,8.313568,13.376343,21.530884,9.953613,15.115814
78,10.430817,1.8294983,466.22928,72.073395,552.1587,186.34793,646.5399,219.52988,562.4032,313.16162,568.48224,488.95932,381.37012,583.6674,510.41248,778.4813,374.1746,822.9469,-4.9588013,3.263153,590.00507,924.6071
79,-33.058533,2.5437317,-11.706665,-19.594116,8.66037,-20.661865,6.0952454,-27.262085,125.62286,-29.502197,408.38324,173.64261,803.42236,379.35626,573.10583,702.5696,847.13367,815.78625,448.3891,259.03842,466.06638,1012.32825
80,12.648193,2.8781738,467.51575,73.483826,540.82135,188.2103,621.22406,221.82819,552.5907,313.57373,561.008,489.11154,383.82083,579.785,507.23648,776.5311,376.2448,819.9835,-1.8805542,6.8152466,577.08484,906.6139
81,34.353912,9.729828,512.88416,70.75842,465.13245,184.26477,391.20532,188.47702,458.9891,314.3778,394.16156,494.8829,647.03186,542.79614,529.59827,710.52466,664.8178,789.77466,128.01996,97.11096,468.9422,927.0478
82,6.5302734,3.587494,503.19803,63.3006,461.66888,174.46747,400.26016,184.1547,461.67065,300.84186,380.69397,455.21423,633.0114,531.58954,551.12885,745.6679,662.29535,811.23553,54.523407,21.463928,489.54575,942.5951
83,6.1883545,2.1310425,5.766144,3.749878,9.232544,6.51239,0.26278687,-2.7340088,-8.931274,2.8270264,427.55392,128.26483,742.1559,240.52264,566.8501,523.71014,785.0707,589.2977,51.029114,30.40857,422.77118,733.0425
84,-23.976868,-13.274109,473.89978,65.18118,566.46906,184.19211,662.0619,220.2858,530.4385,297.6639,541.14166,473.4843,358.79022,570.99725,533.89886,802.0455,435.54736,882.27136,54.93091,193.38654,592.94867,961.79456
85,-9.914673,-7.7368164,466.4821,73.797455,558.32904,193.69498,655.81195,230.14664,542.84045,307.909,551.524,473.43478,331.4927,596.01215,504.29044,798.91614,361.43524,860.10474,-0.2133789,59.39392,576.5309,943.5436
86,-4.3587036,-5.3707275,461.51947,65.13901,556.1843,176.6261,669.5325,207.64789,565.53564,292.85327,573.81573,471.42917,371.8606,575.1085,518.6219,760.1217,386.1619,818.1651,4.0030518,40.28061,603.31555,923.79846
87,-5.8760986,13.023834,391.35504,58.047638,487.1771,182.35806,567.2154,192.95862,320.6078,214.41849,127.80267,207.78207,250.96545,262.5998,473.46918,537.63904,544.94366,724.8237,252.44827,141.31418,562.78314,925.41846
88,427.27676,50.15564,448.43463,207.89325,582.7566,383.47906,738.5138,410.23755,599.2977,541.47723,606.4403,773.8017,161.72968,304.68356,45.796326,71.043304,40.438446,68.44888,22.967346,46.187286,44.6156,67.605316
89,-19.079529,-9.959534,471.44623,63.527954,573.09845,177.95856,692.15,214.39188,572.0624,295.17285,580.2027,476.58868,361.9585,585.701,532.5151,793.88745,395.25888,857.78284,67.55652,266.93634,615.1682,950.30383
90,5.2889404,7.156006,461.59476,73.104004,528.11444,213.70795,573.2495,227.95773,387.31995,275.62537,242.16971,327.96408,327.1101,345.58887,454.21957,600.73303,577.19714,764.9109,297.1362,197.41089,510.9744,914.55066
91,-22.16681,-13.117554,474.05038,64.15048,575.1601,182.09387,690.2547,217.7756,556.76764,295.11584,567.4844,473.77225,370.0865,588.8385,539.87476,795.6994,427.8473,873.05457,60.63324,239.32834,602.74994,956.8896
92,-6.1705933,11.845703,423.7555,47.588318,484.26312,156.77759,529.68353,156.03967,407.32892,232.62442,234.00778,310.2409,467.0477,371.59814,573.10333,660.6572,687.11194,796.7779,267.66052,125.74698,540.7949,967.9835
93,546.11646,61.119995,587.71967,228.33188,469.24954,405.9877,325.6798,422.16138,472.20615,568.16125,478.65656,797.6467,737.79443,947.2125,-1.4846802,-1.8192749,-1.477417,-0.54125977,-0.4580078,-2.5621948,-1.2537231,-4.294861
94,7.642761,-0.4348755,475.30722,70.36142,560.6164,184.966,657.50354,216.37268,562.76404,308.96826,567.6531,489.37485,387.8523,582.85175,513.1532,773.9457,386.27466,817.0753,28.635712,83.75946,595.4496,923.5885
95,8.102783,0.53219604,466.62195,73.51413,555.4518,188.77219,652.8114,222.89423,560.2208,316.23535,568.3424,497.85992,370.411,584.7615,510.46,790.0346,372.8169,832.0841,-10.789368,-0.087890625,592.9806,937.56067
96,-3.4611816,-5.3112183,456.7675,68.58078,552.6651,182.07962,665.65845,212.51907,562.86426,296.6289,568.09784,473.44968,346.8441,579.06287,515.10876,762.98145,379.90256,822.2634,-7.7790527,13.847015,591.8072,926.7035
97,-0.2617798,-1.4872437,553.94574,64.059326,464.97876,179.69348,350.61078,186.95868,462.67017,308.6366,465.27408,485.64966,690.81976,585.2161,560.17566,785.53467,711.5763,821.78577,16.493317,-1.8041992,461.58237,934.64355
98,501.59308,66.32745,466.8562,214.9385,582.8317,386.32764,730.1544,413.12772,598.5401,537.5709,613.6516,774.6021,314.789,808.0601,23.626617,40.44919,9.00177,31.06482,14.4216,31.148224,24.017792,32.6221
99,-6.1394043,-5.3269043,478.81244,68.00452,571.57263,184.31058,677.6905,217.6903,570.3448,304.8501,570.85474,475.87628,368.84705,574.6883,520.81116,781.06226,395.92535,834.43286,89.53894,312.92798,606.74036,936.3304
100,409.82318,46.134827,447.0982,188.71329,568.337,349.21307,721.53735,380.9276,597.6006,494.46356,617.7423,719.4771,275.96146,624.7713,66.7724,110.12134,48.710297,100.63504,32.512207,69.525116,62.414124,94.10513
101,-12.741455,-8.028564,474.26007,66.92401,568.6349,182.61905,675.0014,217.08041,570.6551,301.6364,571.4418,474.37488,375.07843,596.45056,526.29926,800.6869,400.1427,859.0606,11.000641,84.29852,608.5275,958.2921
102,6.612213,2.8737183,-0.38653564,3.8839722,3.4278564,4.2974854,13.615662,5.3842163,-0.061462402,-1.2766724,453.55258,180.06253,742.5265,329.64938,560.58997,608.1814,749.8409,663.12646,17.698517,1.6434631,424.9277,792.84283
103,549.7023,61.975433,587.4794,227.51819,469.73273,406.29114,331.08087,422.51138,470.4108,563.7653,477.3967,793.2229,738.9093,951.23505,-2.2977295,-2.947815,-2.9874878,-4.381714,-2.6414185,-4.2487183,-1.4558716,-5.3338013
104,19.710815,7.9881287,474.9569,70.13583,556.7455,183.12347,660.3588,211.48956,565.96204,308.89728,575.30865,484.526,383.0789,561.7941,490.6037,723.80273,360.89984,762.7883,258.99756,728.9041,586.7816,847.49756
105,13.632843,3.0779724,473.36383,71.15936,561.656,186.05627,666.0644,215.46487,570.58813,312.15927,574.0806,491.81247,380.41107,569.3153,503.72183,753.3563,358.35117,790.23883,97.22977,232.39352,595.7073,894.17737
106,504.89285,62.74417,467.6189,224.4974,591.9724,399.97278,743.73346,424.35345,605.3641,561.5392,610.5605,804.1714,328.72406,949.8606,2.5032349,4.1083984,-1.7421265,0.817688,4.59375,5.2790527,2.821106,2.6374207
107,14.1633,5.500122,-1.7116699,5.480713,2.0534058,4.160675,6.7708435,6.359314,1.6752625,7.2337036,469.2401,196.51648,714.68604,334.4657,536.30536,581.3299,686.5492,637.23737,113.13403,145.37796,428.52744,766.651
108,10.387695,-1.2097168,527.7347,61.281555,444.90912,171.18332,351.00873,191.05423,460.11163,293.3876,472.4643,471.18802,694.8604,572.26276,544.8654,766.5317,697.78406,809.5323,24.34787,12.613312,452.1527,918.9754
109,-11.229919,2.468689,-9.438416,1.2622375,2.979248,-2.8015137,7.5249023,-3.8590698,10.433411,-2.9524536,498.53012,134.4226,229.45071,214.7586,480.46088,499.69424,296.6339,617.2923,-4.4506226,18.621155,648.42725,777.3574
110,9.739563,-0.3451538,455.13315,69.208405,538.7382,179.47308,634.0062,209.09528,568.31647,301.46228,565.8614,478.0142,365.92752,574.8336,501.0416,744.30664,351.34302,793.1532,-14.674683,-15.31134,590.1595,899.5257
111,548.14044,61.369385,591.8601,230.24194,471.60855,411.3587,325.79034,427.51978,471.96133,574.15375,477.02536,806.7124,750.72046,960.7238,-4.1956177,-4.8656006,-3.7751465,-4.855896,-2.8303223,-7.099182,-4.0044556,-7.2197266
112,-4.295105,-0.28118896,544.5344,59.14685,478.21262,172.4729,384.36194,175.36917,467.73404,304.24402,432.2608,488.17313,678.22473,550.2432,574.0559,765.9377,692.8235,803.5753,77.62201,19.584442,484.9052,940.7758
113,0.56329346,-0.8277588,549.08777,63.615234,477.63776,179.41714,381.28442,185.22495,468.4907,310.00125,449.5706,486.95844,684.5151,581.5733,560.3203,776.7446,683.64764,817.25256,28.517303,-10.47583,476.46152,936.7214
114,-27.442444,9.038544,162.96799,38.269653,229.04669,113.52713,283.99127,96.616394,238.04437,102.84247,106.73929,119.927734,404.33636,219.98264,378.18036,339.4772,602.5533,566.09283,290.34674,101.739105,478.45676,871.16516
115,-31.452393,7.8251038,189.95212,40.488342,269.60266,122.75983,323.70645,110.61093,239.43216,105.996704,112.33597,122.88196,351.29022,196.2601,421.10077,393.90845,600.5992,603.8612,207.30075,60.00055,497.80692,893.7744
116,64.05859,12.61853,452.18304,80.82529,420.28403,187.92139,388.41553,216.45132,470.22522,300.22992,503.04416,470.90073,466.75793,546.90686,474.791,689.3396,412.04153,726.4529,55.178253,72.778046,465.85645,736.45483
117,32.41162,5.3086853,447.74304,70.945496,485.09247,178.40002,528.597,206.87473,526.9644,298.35873,552.4022,476.17154,412.06534,568.5251,493.2232,734.53564,371.1906,775.8107,14.684082,7.6718445,548.66895,843.8456
118,2.9931946,0.68774414,542.84674,60.634552,471.5417,172.3381,375.39606,178.50006,469.7716,303.63345,443.0821,484.094,685.115,571.92944,562.60596,771.82336,667.13605,798.51624,7.1800537,-15.173645,492.9031,934.18896
119,543.05365,56.486176,593.8049,229.51904,474.90897,409.7548,330.3919,425.8219,472.76355,569.8767,476.97485,799.85034,747.3087,956.51355,-6.145996,-7.408264,-2.5178223,-3.5245361,-3.0828247,-8.0963745,-4.56604,-9.207397
120,31.940094,12.901825,25.252747,17.307312,31.974487,24.477234,32.601257,29.053864,23.392548,28.93277,461.8146,190.15012,608.0173,306.10022,519.3845,543.9192,627.6433,608.60516,344.51837,419.62653,422.0739,718.5776
